id_pokémon,Pokémon,Type,Talent,Tier,PV,Attaque,Défense,Atq Spé,Déf Spé,Vitesse
284,Zarbi B,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
285,Zarbi D,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
286,Zarbi I,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
287,Zarbi L,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
288,Zarbi K,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
289,Zarbi G,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
290,Zarbi F,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
291,Zarbi O,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
292,Zarbi H,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
293,Zarbi J,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
294,Zarbi S,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
295,Zarbi T,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
296,Zarbi M,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
297,Zarbi N,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
298,Zarbi C,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
299,Zarbi E,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
300,Zarbi X,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
301,Zarbi Y,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
302,Zarbi P,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
303,Zarbi Q,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
304,Zarbi R,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
305,Zarbi ?,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
306,Zarbi !,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
307,Zarbi U,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
308,Zarbi Z,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
309,Zarbi W,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
310,Zarbi V,Type Psy,Lévitation,Untiered,48,72,48,72,48,48
311,Qulbutoké,Type Psy,Marque Ombre Télépathe,Untiered,190,33,58,33,58,33
312,Girafarig,Type Normal Type Psy,Attention Matinal Herbivore,LC,70,80,65,90,65,85
313,Pomdepik,Type Insecte,Fermeté Envelocape,LC,50,65,90,35,35,15
314,Foretress,Type Insecte Type Acier,Fermeté Envelocape,OU,75,90,140,60,60,40
315,Insolourdo,Type Normal,Sérénité Fuite Phobique,NFE,100,70,70,65,65,45
316,Scorplane,Type Sol Type Vol,Hyper Cutter Voile Sable Vaccin,Untiered,65,75,105,35,65,85
317,Steelix,Type Acier Type Sol,Tête de Roc Fermeté Sans Limite,Untiered,75,85,200,55,65,30
318,Méga Steelix,Type Acier Type Sol,Force Sable,Untiered,75,125,230,55,95,30
319,Snubbull,Type Fée,Intimidation Fuite Phobique,Untiered,60,80,50,40,40,30
320,Granbull,Type Fée,Intimidation Pied Véloce Phobique,Untiered,90,120,75,60,60,45
321,Qwilfish,Type Eau Type Poison,Point Poison Glissade Intimidation,OU,65,95,85,55,55,85
322,Qwilfish de Hisui,Type Ténèbres Type Poison,Point Poison Glissade Intimidation,Untiered,65,95,85,55,55,85
323,Cizayox,Type Insecte Type Acier,Essaim Technicien Light Metal,OU,70,130,100,55,80,65
324,Méga Cizayox,Type Insecte Type Acier,Technicien,Untiered,70,150,140,65,100,75
325,Caratroc,Type Insecte Type Roche,Fermeté Gloutonnerie Contestation,Untiered,20,10,230,10,230,5
326,Scarhino,Type Insecte Type Combat,Essaim Cran Impudence,OU,80,125,75,40,95,85
327,Méga Scarhino,Type Insecte Type Combat,Multi-Coups,Untiered,80,185,115,40,105,75
328,Farfuret,Type Ténèbres Type Glace,Attention Regard Vif Pickpocket,NFE,55,95,55,35,75,115
329,Farfuret de Hisui,Type Combat Type Poison,Attention Regard Vif Pickpocket,Untiered,55,95,55,35,75,115
330,Teddiursa,Type Normal,Ramassage Pied Véloce Cherche Miel,LC,60,80,50,50,50,40
331,Ursaring,Type Normal,Cran Pied Véloce Tension,OU,90,130,75,75,75,55
332,Limagma,Type Feu,Armumagma Corps Ardent Armurouillée,Untiered,40,40,40,70,40,20
333,Volcaropod,Type Feu Type Roche,Armumagma Corps Ardent Armurouillée,Untiered,60,50,120,90,80,30
334,Marcacrin,Type Glace Type Sol,Benêt Rideau Neige Isograisse,Untiered,50,50,40,30,30,50
335,Cochignon,Type Glace Type Sol,Benêt Rideau Neige Isograisse,Untiered,100,100,80,60,60,50
336,Corayon,Type Eau Type Roche,Agitation Médic Nature Régé-Force,Untiered,65,55,95,65,95,35
337,Corayon de Galar,Type Spectre,Armurouillée Corps Maudit,Untiered,60,55,100,65,100,30
338,Rémoraid,Type Eau,Agitation Sniper Lunatique,Untiered,35,65,35,65,35,65
339,Octillery,Type Eau,Ventouse Sniper Lunatique,Untiered,75,105,75,105,75,45
340,Cadoizo,Type Glace Type Vol,Esprit Vital Agitation Insomnia,OU,45,55,45,65,45,75
341,Démanta,Type Eau Type Vol,Glissade Absorb Eau Ignifu-Voile,Untiered,85,40,70,80,140,70
342,Airmure,Type Acier Type Vol,Regard Vif Fermeté Armurouillée,Untiered,65,80,140,40,70,70
343,Malosse,Type Ténèbres Type Feu,Matinal Torche Tension,LC,45,60,30,80,50,65
344,Démolosse,Type Ténèbres Type Feu,Matinal Torche Tension,OU,75,90,50,110,80,95
345,Méga Démolosse,Type Ténèbres Type Feu,Force Soleil,Untiered,75,90,90,140,90,115
346,Hyporoi,Type Eau Type Dragon,Glissade Sniper Moiteur,Untiered,75,95,95,95,95,85
347,Phanpy,Type Sol,Ramassage Voile Sable,LC,90,60,60,40,40,40
348,Donphan,Type Sol,Fermeté Voile Sable,OU,90,120,120,60,60,50
349,Porygon2,Type Normal,Calque Télécharge Analyste,Untiered,85,80,90,105,95,60
350,Cerfrousse,Type Normal,Intimidation Fouille Herbivore,OU,73,95,62,85,65,85
351,Queulorior,Type Normal,Tempo Perso Technicien Lunatique,Untiered,55,20,35,20,45,75
352,Debugant,Type Combat,Cran Impassible Esprit Vital,Untiered,35,35,35,35,35,35
353,Kapoera,Type Combat,Intimidation Technicien Impassible,Untiered,50,95,95,35,110,70
354,Lippouti,Type Glace Type Psy,Benêt Prédiction Hydratation,Untiered,45,30,15,85,65,65
355,Élekid,Type Électrik,Statik Esprit Vital,Untiered,45,63,37,65,55,95
356,Magby,Type Feu,Corps Ardent Esprit Vital,Untiered,45,75,37,70,55,83
357,Écrémeuh,Type Normal,Isograisse Querelleur Herbivore,Untiered,95,80,105,40,70,100
358,Leuphorie,Type Normal,Médic Nature Sérénité Coeur Soin,OU,255,10,10,75,135,55
359,Raikou,Type Électrik,Pression Attention,Untiered,90,85,75,115,100,115
360,Entei,Type Feu,Pression Attention,Untiered,115,115,85,90,75,100
361,Suicune,Type Eau,Pression Attention,Untiered,100,75,115,90,115,85
362,Embrylex,Type Roche Type Sol,Cran Voile Sable,LC,50,64,50,45,50,41
363,Ymphect,Type Roche Type Sol,Mue,NFE,70,84,70,65,70,51
364,Tyranocif,Type Roche Type Ténèbres,Sable Volant Tension,OU,100,134,110,95,100,61
365,Méga Tyranocif,Type Roche Type Ténèbres,Sable Volant,Untiered,100,164,150,95,120,71
366,Lugia,Type Psy Type Vol,Pression Multiécaille,Untiered,106,90,130,90,154,110
367,Ho-Oh,Type Feu Type Vol,Pression Régé-Force,Untiered,106,130,90,110,154,90
368,Celebi,Type Psy Type Plante,Médic Nature,Untiered,100,100,100,100,100,100
369,Arcko,Type Plante,Engrais Délestage,Untiered,40,45,35,65,55,70
370,Massko,Type Plante,Engrais Délestage,Untiered,50,65,45,85,65,95
371,Jungko,Type Plante,Engrais Délestage,Untiered,70,85,65,105,85,120
372,Méga Jungko,Type Plante Type Dragon,Paratonnerre,Untiered,70,110,75,145,85,145
373,Poussifeu,Type Feu,Brasier Turbo,Untiered,45,60,40,70,50,45
374,Galifeu,Type Feu Type Combat,Brasier Turbo,Untiered,60,85,60,85,60,55
375,Braségali,Type Feu Type Combat,Brasier Turbo,Untiered,80,120,70,110,70,80
376,Méga Braségali,Type Feu Type Combat,Turbo,Untiered,80,160,80,130,80,100
377,Gobou,Type Eau,Torrent Moiteur,Untiered,50,70,50,50,50,40
378,Flobio,Type Eau Type Sol,Torrent Moiteur,Untiered,70,85,70,60,70,50
379,Laggron,Type Eau Type Sol,Torrent Moiteur,Untiered,100,110,90,85,90,60
380,Méga Laggron,Type Eau Type Sol,Glissade,Untiered,100,150,110,95,110,70
381,Medhyèna,Type Ténèbres,Fuite Pied Véloce Phobique,Untiered,35,55,35,30,30,35
382,Grahyèna,Type Ténèbres,Intimidation Pied Véloce Impudence,Untiered,70,90,70,60,60,70
383,Zigzaton,Type Normal,Ramassage Gloutonnerie Pied Véloce,Untiered,38,30,41,30,41,60
384,Zigzaton de Galar,Type Ténèbres Type Normal,Ramassage Gloutonnerie Pied Véloce,Untiered,38,30,41,30,41,60
385,Linéon,Type Normal,Ramassage Gloutonnerie Pied Véloce,Untiered,78,70,61,50,61,100
386,Linéon de Galar,Type Ténèbres Type Normal,Ramassage Gloutonnerie Pied Véloce,Untiered,78,70,61,50,61,100
387,Chenipotte,Type Insecte,Écran Poudre Fuite,Untiered,45,45,35,20,30,20
388,Armulys,Type Insecte,Mue,Untiered,50,35,55,25,25,15
389,Charmillon,Type Insecte Type Vol,Essaim Rivalité,Untiered,60,70,50,100,50,65
390,Blindalys,Type Insecte,Mue,Untiered,50,35,55,25,25,15
391,Papinox,Type Insecte Type Poison,Écran Poudre Oeil Composé,Untiered,60,50,70,50,90,65
392,Nénupiot,Type Eau Type Plante,Glissade Cuvette Tempo Perso,Untiered,40,30,30,40,50,30
393,Lombre,Type Eau Type Plante,Glissade Cuvette Tempo Perso,Untiered,60,50,50,60,70,50
394,Ludicolo,Type Eau Type Plante,Glissade Cuvette Tempo Perso,Untiered,80,70,70,90,100,70
395,Grainipiot,Type Plante,Chlorophylle Matinal Pickpocket,Untiered,40,40,50,30,30,30
396,Pifeuil,Type Plante Type Ténèbres,Chlorophylle Matinal Pickpocket,Untiered,70,70,40,60,40,60
397,Tengalice,Type Plante Type Ténèbres,Chlorophylle Matinal Pickpocket,Untiered,90,100,60,90,60,80
398,Nirondelle,Type Normal Type Vol,Cran Querelleur,Untiered,40,55,30,30,30,85
399,Hélédelle,Type Normal Type Vol,Cran Querelleur,Untiered,60,85,60,75,50,125
400,Goélise,Type Eau Type Vol,Regard Vif Hydratation Cuvette,LC,40,30,30,55,30,85
401,Bekipan,Type Eau Type Vol,Regard Vif Crachin Cuvette,OU,60,50,100,95,70,65
402,Tarsal,Type Psy Type Fée,Synchro Calque Télépathe,LC,28,25,25,45,35,40
403,Kirlia,Type Psy Type Fée,Synchro Calque Télépathe,NFE,38,35,35,65,55,50
404,Gardevoir,Type Psy Type Fée,Synchro Calque Télépathe,OU,68,65,65,125,115,80
405,Méga Gardevoir,Type Psy Type Fée,Peau Féérique,Untiered,68,85,65,165,135,100
406,Arakdo,Type Insecte Type Eau,Glissade Cuvette,LC,40,30,32,50,52,65
407,Maskadra,Type Insecte Type Vol,Intimidation Tension,OU,70,60,62,100,82,80
408,Balignon,Type Plante,Pose Spore Soin Poison Pied Véloce,LC,60,40,60,40,60,35
409,Chapignon,Type Plante Type Combat,Pose Spore Soin Poison Technicien,OU,60,130,80,60,60,70
410,Parecool,Type Normal,Absentéisme,LC,60,60,60,35,35,30
411,Vigoroth,Type Normal,Esprit Vital,NFE,80,80,80,55,55,90
412,Monaflèmit,Type Normal,Absentéisme,OU,150,160,100,95,65,100
413,Ningale,Type Insecte Type Sol,Oeil Composé Fuite,Untiered,31,45,90,30,30,40
414,Ninjask,Type Insecte Type Vol,Turbo Infiltration,Untiered,61,90,45,50,50,160
415,Munja,Type Insecte Type Spectre,Garde Mystik,Untiered,1,90,45,30,30,40
416,Chuchmur,Type Normal,Anti-Bruit Phobique,Untiered,64,51,23,51,23,28
417,Ramboum,Type Normal,Anti-Bruit Querelleur,Untiered,84,71,43,71,43,48
418,Brouhabam,Type Normal,Anti-Bruit Querelleur,Untiered,104,91,63,91,73,68
419,Makuhita,Type Combat,Isograisse Cran Sans Limite,LC,72,60,30,20,30,25
420,Hariyama,Type Combat,Isograisse Cran Sans Limite,OU,144,120,60,40,60,50
421,Azurill,Type Normal Type Fée,Isograisse Coloforce Herbivore,LC,50,20,40,20,40,20
422,Tarinor,Type Roche,Fermeté Magnépiège Force Sable,Untiered,30,45,135,45,90,30
423,Skitty,Type Normal,Joli Sourire Normalise Peau Miracle,Untiered,50,45,45,35,35,50
424,Delcatty,Type Normal,Joli Sourire Normalise Peau Miracle,Untiered,70,65,65,55,55,90
425,Ténéfix,Type Ténèbres Type Spectre,Regard Vif Frein Farceur,OU,50,75,75,65,65,50
426,Méga Ténéfix,Type Ténèbres Type Spectre,Miroir Magik,Untiered,50,85,125,85,115,20
427,Mysdibule,Type Acier Type Fée,Hyper Cutter Intimidation Sans Limite,Untiered,50,85,85,55,55,50
428,Méga Mysdibule,Type Acier Type Fée,Coloforce,Untiered,50,105,125,55,95,50
429,Galekid,Type Acier Type Roche,Fermeté Tête de Roc Heavy Metal,Untiered,50,70,100,40,40,30
430,Galegon,Type Acier Type Roche,Fermeté Tête de Roc Heavy Metal,Untiered,60,90,140,50,50,40
431,Galeking,Type Acier Type Roche,Fermeté Tête de Roc Heavy Metal,Untiered,70,110,180,60,60,50
432,Méga Galeking,Type Acier,Filtre,Untiered,70,140,230,60,80,50
433,Méditikka,Type Combat Type Psy,Force Pure Télépathe,NFE,30,40,55,40,55,60
434,Charmina,Type Combat Type Psy,Force Pure Télépathe,OU,60,60,75,60,75,80
435,Méga Charmina,Type Combat Type Psy,Force Pure,Untiered,60,100,85,80,85,100
436,Dynavolt,Type Électrik,Statik Paratonnerre Minus,Untiered,40,45,40,65,40,65
437,Élecsprint,Type Électrik,Statik Paratonnerre Minus,Untiered,70,75,60,105,60,105
438,Méga Élecsprint,Type Électrik,Intimidation,Untiered,70,75,80,135,80,135
439,Posipi,Type Électrik,Plus Paratonnerre,Untiered,60,50,40,85,75,95
440,Négapi,Type Électrik,Minus Absorb Volt,Untiered,60,40,50,75,85,95
441,Muciole,Type Insecte,Lumiattirance Essaim Farceur,Untiered,65,73,75,47,85,85
442,Lumivole,Type Insecte,Benêt Lentiteintée Farceur,Untiered,65,47,75,73,85,85
443,Rosélia,Type Plante Type Poison,Médic Nature Point Poison Feuille Garde,Untiered,50,60,45,100,80,65
444,Gloupti,Type Poison,Suintement Glue Gloutonnerie,LC,70,43,53,43,53,40
445,Avaltout,Type Poison,Suintement Glue Gloutonnerie,OU,100,73,83,73,83,55
446,Carvanha,Type Eau Type Ténèbres,Peau Dure Turbo,Untiered,45,90,20,65,20,65
447,Sharpedo,Type Eau Type Ténèbres,Peau Dure Turbo,Untiered,70,120,40,95,40,95
448,Méga Sharpedo,Type Eau Type Ténèbres,Prognathe,Untiered,70,140,70,110,65,105
449,Wailmer,Type Eau,Ignifu-Voile Benêt Pression,Untiered,130,70,35,70,35,60
450,Wailord,Type Eau,Ignifu-Voile Benêt Pression,Untiered,170,90,45,90,45,60
451,Chamallot,Type Feu Type Sol,Benêt Simple Tempo Perso,LC,60,60,40,65,45,35
452,Camérupt,Type Feu Type Sol,Armumagma Solide Roc Colérique,OU,70,100,70,105,75,40
453,Méga Camérupt,Type Feu Type Sol,Sans Limite,Untiered,70,120,100,145,105,20
454,Chartor,Type Feu,Écran Fumée Sécheresse Coque Armure,OU,70,85,140,85,70,20
455,Spoink,Type Psy,Isograisse Tempo Perso Gloutonnerie,LC,60,25,35,70,80,60
456,Groret,Type Psy,Isograisse Tempo Perso Gloutonnerie,OU,80,45,65,90,110,80
457,Spinda,Type Normal,Tempo Perso Pieds Confus Contestation,Untiered,60,60,60,60,60,60
458,Kraknoix,Type Sol,Hyper Cutter Piège Sable Sans Limite,Untiered,45,100,45,45,45,10
459,Vibraninf,Type Sol Type Dragon,Lévitation,Untiered,50,70,50,50,50,70
460,Libégon,Type Sol Type Dragon,Lévitation,Untiered,80,100,80,80,80,100
461,Cacnea,Type Plante,Voile Sable Absorb Eau,LC,50,85,40,85,40,35
462,Cacturne,Type Plante Type Ténèbres,Voile Sable Absorb Eau,OU,70,115,60,115,60,55
463,Tylton,Type Normal Type Vol,Médic Nature Ciel Gris,LC,45,40,60,40,75,50
464,Altaria,Type Dragon Type Vol,Médic Nature Ciel Gris,OU,75,70,90,70,105,80
465,Méga Altaria,Type Dragon Type Fée,Peau Féérique,Untiered,75,110,110,110,105,80
466,Mangriff,Type Normal,Vaccin Rage Poison,OU,73,115,60,60,60,90
467,Séviper,Type Poison,Mue Infiltration,OU,73,100,60,100,60,65
468,Séléroc,Type Roche Type Psy,Lévitation,Untiered,90,55,65,95,85,70
469,Solaroc,Type Roche Type Psy,Lévitation,Untiered,90,95,85,55,65,70
470,Barloche,Type Eau Type Sol,Benêt Anticipation Hydratation,LC,50,48,43,46,41,60
471,Barbicha,Type Eau Type Sol,Benêt Anticipation Hydratation,OU,110,78,73,76,71,60
472,Écrapince,Type Eau,Hyper Cutter Coque Armure Adaptabilité,Untiered,43,80,65,50,35,35
473,Colhomard,Type Eau Type Ténèbres,Hyper Cutter Coque Armure Adaptabilité,Untiered,63,120,85,90,55,55
474,Balbuto,Type Sol Type Psy,Lévitation,Untiered,40,40,55,40,70,55
475,Kaorine,Type Sol Type Psy,Lévitation,Untiered,60,70,105,70,120,75
476,Lilia,Type Roche Type Plante,Ventouse Lavabo,Untiered,66,41,77,61,87,23
477,Vacilys,Type Roche Type Plante,Ventouse Lavabo,Untiered,86,81,97,81,107,43
478,Anorith,Type Roche Type Insecte,Armurbaston Glissade,Untiered,45,95,50,40,50,75
479,Armaldo,Type Roche Type Insecte,Armurbaston Glissade,Untiered,75,125,100,70,80,45
480,Barpau,Type Eau,Glissade Benêt Adaptabilité,Untiered,20,15,20,10,55,80
481,Milobellus,Type Eau,Écaille Spéciale Battant Joli Sourire,Untiered,95,60,79,100,125,81
482,Morphéo,Type Normal,Météo,Untiered,70,70,70,70,70,70
483,Morphéo Blizzard,Type Glace,Météo,Untiered,70,70,70,70,70,70
484,Morphéo Solaire,Type Feu,Météo,Untiered,70,70,70,70,70,70
485,Morphéo Eau de Pluie,Type Eau,Météo,Untiered,70,70,70,70,70,70
486,Kecleon,Type Normal,Déguisement Protéen,Untiered,60,90,70,60,120,40
487,Polichombr,Type Spectre,Insomnia Fouille Corps Maudit,LC,44,75,35,63,33,45
488,Branette,Type Spectre,Insomnia Fouille Corps Maudit,OU,64,115,65,83,63,65
489,Méga Branette,Type Spectre,Farceur,Untiered,64,165,75,93,83,75
490,Skelénox,Type Spectre,Lévitation Fouille,Untiered,20,40,90,30,90,25
491,Téraclope,Type Spectre,Pression Fouille,Untiered,40,70,130,60,130,25
492,Tropius,Type Plante Type Vol,Chlorophylle Force Soleil Récolte,OU,99,68,83,72,87,51
493,Éoko,Type Psy,Lévitation,Untiered,75,50,80,95,90,65
494,Absol,Type Ténèbres,Pression Chanceux Coeur Noble,Untiered,65,130,60,75,60,75
495,Méga Absol,Type Ténèbres,Miroir Magik,Untiered,65,150,60,115,60,115
496,Okéoké,Type Psy,Marque Ombre Télépathe,Untiered,95,23,48,23,48,23
497,Stalgamin,Type Glace,Attention Corps Gel Lunatique,LC,50,50,50,50,50,50
498,Oniglali,Type Glace,Attention Corps Gel Lunatique,OU,80,80,80,80,80,80
499,Méga Oniglali,Type Glace,Peau Gelée,Untiered,80,120,80,120,80,100
500,Obalie,Type Glace Type Eau,Isograisse Corps Gel Benêt,Untiered,70,40,50,55,50,25
501,Phogleur,Type Glace Type Eau,Isograisse Corps Gel Benêt,Untiered,90,60,70,75,70,45
502,Kaimorse,Type Glace Type Eau,Isograisse Corps Gel Benêt,Untiered,110,80,90,95,90,65
503,Coquiperl,Type Eau,Coque Armure Phobique,Untiered,35,64,85,74,55,32
504,Serpang,Type Eau,Glissade Ignifu-Voile,Untiered,55,104,105,94,75,52
505,Rosabyss,Type Eau,Glissade Hydratation,Untiered,55,84,105,114,75,52
506,Relicanth,Type Eau Type Roche,Glissade Tête de Roc Fermeté,Untiered,100,90,130,45,65,55
507,Lovdisc,Type Eau,Glissade Hydratation,OU,43,30,55,40,65,97
508,Draby,Type Dragon,Tête de Roc Sans Limite,LC,45,75,60,40,30,50
509,Drackhaus,Type Dragon,Tête de Roc Envelocape,NFE,65,95,100,60,50,50
510,Drattak,Type Dragon Type Vol,Intimidation Impudence,OU,95,135,80,110,80,100
511,Méga Drattak,Type Dragon Type Vol,Peau Céleste,Untiered,95,145,130,120,90,120
512,Terhal,Type Acier Type Psy,Corps Sain Light Metal,Untiered,40,55,80,35,60,30
513,Métang,Type Acier Type Psy,Corps Sain Light Metal,Untiered,60,75,100,55,80,50
514,Métalosse,Type Acier Type Psy,Corps Sain Light Metal,Untiered,80,135,130,95,90,70
515,Méga Métalosse,Type Acier Type Psy,Griffe Dure,Untiered,80,145,150,105,110,110
516,Regirock,Type Roche,Corps Sain Fermeté,Untiered,80,100,200,50,100,50
517,Regice,Type Glace,Corps Sain Corps Gel,Untiered,80,50,100,100,200,50
518,Registeel,Type Acier,Corps Sain Light Metal,Untiered,80,75,150,75,150,50
519,Latias,Type Dragon Type Psy,Lévitation,Untiered,80,80,90,110,130,110
520,Méga Latias,Type Dragon Type Psy,Lévitation,Untiered,80,100,120,140,150,110
521,Latios,Type Dragon Type Psy,Lévitation,Untiered,80,90,80,130,110,110
522,Méga Latios,Type Dragon Type Psy,Lévitation,Untiered,80,130,100,160,120,110
523,Kyogre,Type Eau,Crachin,Untiered,100,100,90,150,140,90
524,Primo Kyogre,Type Eau,Mer Primaire,Untiered,100,150,90,180,160,90
525,Groudon,Type Sol,Sécheresse,Untiered,100,150,140,100,90,90
526,Primo Groudon,Type Sol Type Feu,Terre Finale,Untiered,100,180,160,150,90,90
527,Rayquaza,Type Dragon Type Vol,Air Lock,Untiered,105,150,90,150,90,95
528,Méga Rayquaza,Type Dragon Type Vol,Souffle Delta,Untiered,105,180,100,180,100,115
529,Jirachi,Type Acier Type Psy,Sérénité,Untiered,100,100,100,100,100,100
530,Deoxys,Type Psy,Pression,Untiered,50,150,50,150,50,150
531,Deoxys Défense,Type Psy,Pression,Untiered,50,70,160,70,160,90
532,Deoxys Vitesse,Type Psy,Pression,Untiered,50,95,90,95,90,180
533,Deoxys Attaque,Type Psy,Pression,Untiered,50,180,20,180,20,150
534,Tortipouss,Type Plante,Engrais Coque Armure,Untiered,55,68,64,45,55,31
535,Boskara,Type Plante,Engrais Coque Armure,Untiered,75,89,85,55,65,36
536,Torterra,Type Plante Type Sol,Engrais Coque Armure,Untiered,95,109,105,75,85,56
537,Ouisticram,Type Feu,Brasier Poing de Fer,Untiered,44,58,44,58,44,61
538,Chimpenfeu,Type Feu Type Combat,Brasier Poing de Fer,Untiered,64,78,52,78,52,81
539,Simiabraz,Type Feu Type Combat,Brasier Poing de Fer,Untiered,76,104,71,104,71,108
540,Tiplouf,Type Eau,Torrent Acharné,Untiered,53,51,53,61,56,40
541,Prinplouf,Type Eau,Torrent Acharné,Untiered,64,66,68,81,76,50
542,Pingoléon,Type Eau Type Acier,Torrent Acharné,Untiered,84,86,88,111,101,60
543,Étourmi,Type Normal Type Vol,Regard Vif Téméraire,LC,40,55,30,30,30,60
544,Étourvol,Type Normal Type Vol,Intimidation Téméraire,NFE,55,75,50,40,40,80
545,Étouraptor,Type Normal Type Vol,Intimidation Téméraire,OU,85,120,70,50,60,100
546,Keunotor,Type Normal,Simple Inconscient Lunatique,Untiered,59,45,40,35,40,31
547,Castorno,Type Normal Type Eau,Simple Inconscient Lunatique,Untiered,79,85,60,55,60,71
548,Crikzik,Type Insecte,Mue Fuite,LC,37,25,41,25,41,25
549,Mélokrik,Type Insecte,Essaim Technicien,OU,77,85,51,55,51,65
550,Lixy,Type Électrik,Rivalité Intimidation Cran,LC,45,65,34,40,34,45
551,Luxio,Type Électrik,Rivalité Intimidation Cran,NFE,60,85,49,60,49,60
552,Luxray,Type Électrik,Rivalité Intimidation Cran,OU,80,120,79,95,79,70
553,Rozbouton,Type Plante Type Poison,Médic Nature Point Poison Feuille Garde,Untiered,40,30,35,50,70,55
554,Roserade,Type Plante Type Poison,Médic Nature Point Poison Technicien,Untiered,60,70,65,125,105,90
555,Kranidos,Type Roche,Brise Moule Sans Limite,Untiered,67,125,40,30,30,58
556,Charkos,Type Roche,Brise Moule Sans Limite,Untiered,97,165,60,65,50,58
557,Dinoclier,Type Roche Type Acier,Fermeté Anti-Bruit,Untiered,30,42,118,42,88,30
558,Bastiodon,Type Roche Type Acier,Fermeté Anti-Bruit,Untiered,60,52,168,47,138,30
559,Cheniti Cape Plante,Type Insecte,Mue Envelocape,Untiered,40,29,45,29,45,36
560,Cheniti Cape Déchet,Type Insecte,Mue Envelocape,Untiered,40,29,45,29,45,36
561,Cheniti Cape Sable,Type Insecte,Mue Envelocape,Untiered,40,29,45,29,45,36
562,Cheniselle Cape Plante,Type Insecte Type Plante,Anticipation Envelocape,Untiered,60,59,85,79,105,36
563,Cheniselle Cape Déchet,Type Insecte Type Acier,Anticipation Envelocape,Untiered,60,69,95,69,95,36
564,Cheniselle Cape Sable,Type Insecte Type Sol,Anticipation Envelocape,Untiered,60,79,105,59,85,36
565,Papilord,Type Insecte Type Vol,Essaim Lentiteintée,Untiered,70,94,50,94,50,66
566,Apitrini,Type Insecte Type Vol,Cherche Miel Agitation,LC,30,30,42,30,42,70
567,Apireine,Type Insecte Type Vol,Pression Tension,OU,70,80,102,80,102,40
568,Pachirisu,Type Électrik,Fuite Ramassage Absorb Volt,OU,60,45,70,45,90,95
569,Mustébouée,Type Eau,Glissade Ignifu-Voile,LC,55,65,35,60,30,85
570,Mustéflott,Type Eau,Glissade Ignifu-Voile,OU,85,105,55,85,50,115
571,Ceribou,Type Plante,Chlorophylle,Untiered,45,35,45,62,53,35
572,Ceriflor Temps Couvert,Type Plante,Don Floral,Untiered,70,60,70,87,78,85
573,Ceriflor Temps Ensoleillé,Type Plante,Don Floral,Untiered,70,60,70,87,78,85
574,Sancoki Ouest,Type Eau,Glue Lavabo Force Sable,LC,76,48,48,57,62,34
575,Sancoki Est,Type Eau,Glue Lavabo Force Sable,LC,76,48,48,57,62,34
576,Tritosor Ouest,Type Eau Type Sol,Glue Lavabo Force Sable,OU,111,83,68,92,82,39
577,Tritosor Est,Type Eau Type Sol,Glue Lavabo Force Sable,OU,111,83,68,92,82,39
578,Capidextre,Type Normal,Technicien Ramassage Multi-Coups,Untiered,75,100,66,60,66,115
579,Baudrive,Type Spectre Type Vol,Boom Final Délestage Rage Brûlure,LC,90,50,34,60,44,70
580,Grodrive,Type Spectre Type Vol,Boom Final Délestage Rage Brûlure,OU,150,80,44,90,54,80
581,Laporeille,Type Normal,Fuite Maladresse Échauffement,Untiered,55,66,44,44,56,85
582,Lockpin,Type Normal,Joli Sourire Maladresse Échauffement,Untiered,65,76,84,54,96,105
583,Méga Lockpin,Type Normal Type Combat,Querelleur,Untiered,65,136,94,54,96,135
584,Magirêve,Type Spectre,Lévitation,OU,60,60,60,105,105,105
585,Corboss,Type Ténèbres Type Vol,Insomnia Chanceux Impudence,OU,100,125,52,105,52,71
586,Chaglam,Type Normal,Échauffement Tempo Perso Regard Vif,Untiered,49,55,42,42,37,85
587,Chaffreux,Type Normal,Isograisse Tempo Perso Acharné,Untiered,71,82,64,64,59,112
588,Korillon,Type Psy,Lévitation,Untiered,45,30,50,65,50,45
